PassengerId,Survived,Probability
1077,0,0.12384683468126671
1078,1,0.9256525885531817
1079,0,0.24027395575300098
1080,0,0.08726366933167504
1081,0,0.14016071471957395
1082,0,0.1334895105181153
1083,0,0.11861952950823397
1084,1,0.529033103245173
1085,0,0.10980183287428673
1086,1,0.7214341279954719
1087,0,0.14032639103490427
1088,1,0.9106491237570759
1089,0,0.2588918916905428
1090,0,0.10533682604404732
1091,0,0.27650224192495176
1092,1,0.8174887527119828
1093,1,0.9638677547161663
1094,0,0.10042227430964261
1095,1,0.9373131856135047
1096,0,0.10533682604404732
1097,0,0.18579469675803806
1098,1,0.6323696949406317
1099,0,0.10533682604404732
1100,1,0.9670261774134291
1101,0,0.06834750297976531
1102,0,0.179629493653764
1103,0,0.04997555008324637
1104,0,0.09482570710678707
1105,1,0.9621833725796299
1106,1,0.5633000215050383
1107,0,0.09950268182974334
1108,1,0.837426212465846
1109,0,0.07299400259352079
1110,1,0.9891519177343338
1111,0,0.08387505962406135
1112,1,0.9641510945012209
1113,0,0.07964710396951011
1114,1,0.9392236160390544
1115,0,0.13949579694275513
1116,1,0.9600990216795872
1117,1,0.7681486853793367
1118,0,0.13949579694275513
1119,1,0.7520467910983276
1120,0,0.089038962716784
1121,0,0.14016071471957395
1122,0,0.18251423994873647
1123,1,0.9580441481695918
1124,0,0.11022313007321771
1125,0,0.0988208935390389
1126,0,0.1852779830940245
1127,0,0.13886378622349915
1128,0,0.07204366151445232
1129,0,0.4807486981341453
1130,1,0.9467074404594307
1131,1,0.9682127950724627
1132,1,0.9544673674263224
1133,1,0.9559526151313801
1134,0,0.1955123558336272
1135,0,0.07202257447233362
1136,0,0.09665395081947066
1137,0,0.15247493367128245
1138,1,0.9256525885531817
1139,0,0.11408127141867827
1140,1,0.9662283664515536
1141,0,0.3131116040383103
1142,1,0.9814269838224493
1143,0,0.17570643616301687
1144,0,0.2062147152786752
1145,0,0.1646856449716179
1146,0,0.1516778656450227
1147,0,0.053404974034978965
1148,0,0.09349418608193355
1149,0,0.08387505962406135
1150,1,0.9467074404594307
1151,0,0.13949579694275513
1152,0,0.11623907402984246
1153,0,0.12302398747757173
1154,1,0.9662283664515536
1155,1,0.8448681451138066
1156,0,0.1938523620339505
1157,0,0.07202257447233362
1158,0,0.056228983520987756
1159,0,0.053404974034978965
1160,0,0.291425864094179
1161,0,0.09172939480504068
1162,0,0.17527323903370245
1163,0,0.09349418608193355
1164,1,0.8895312205177469
1165,1,0.8174887527119828
1166,0,0.08999885302935919
1167,1,0.9346913099381142
1168,0,0.11076436332456781
1169,0,0.11064728722015617
1170,0,0.15518724771567063
1171,0,0.10533682604404732
1172,0,0.16344897135121478
1173,1,0.9638677547161663
1174,1,0.7520467910983276
1175,1,0.6369689914601637
1176,1,0.7311857039923952
1177,0,0.04750189094149745
1178,0,0.07290068817606868
1179,0,0.11092192195085311
1180,0,0.13937014922830027
1181,0,0.08387505962406135
1182,0,0.08585291153770863
1183,1,0.7736706694605906
1184,0,0.12435415209778325
1185,0,0.09579145626007006
1186,0,0.11949501715762355
1187,0,0.06834750297976531
1188,1,0.9826967605473561
1189,0,0.12305317909439284
1190,0,0.13186937710377705
1191,0,0.1976371120702487
1192,0,0.19635043098860916
1193,0,0.11996764588805917
1194,0,0.11064728722015617
1195,0,0.07442929044223946
1196,1,0.7520467910983276
1197,1,0.9600322043522448
1198,0,0.19500270625038504
1199,1,0.9406912089790325
1200,0,0.07582808458433646
1201,0,0.31063924688652056
1202,0,0.0958545574572172
1203,0,0.269149471008361
1204,0,0.053404974034978965
1205,1,0.6131009655089781
1206,1,0.9739316653625872
1207,1,0.6867750224215334
1208,0,0.0985779435973804
1209,0,0.11920889236422297
1210,0,0.14095295997840496
1211,0,0.0844553068846991
1212,0,0.13949579694275513
1213,0,0.25327169331962585
1214,0,0.13874998372087893
1215,0,0.3385291170681315
1216,1,0.9664648860978625
1217,0,0.11022313007321771
1218,1,0.9472937672604363
1219,0,0.10584119960652144
1220,0,0.15518724771567063
1221,0,0.10533682604404732
1222,1,0.9640718312364528
1223,0,0.25066195913246614
1224,0,0.08999885302935919
1225,1,0.568582145534556
1226,0,0.07902620776304814
1227,1,0.7303502774489762
1228,0,0.20312953447923834
1229,0,0.08655195660566327
1230,0,0.09475908136095042
1231,0,0.12435415209778325
1232,0,0.11920889236422297
1233,0,0.06330069486321617
1234,0,0.09835428589436421
1235,1,0.9723374400566279
1236,0,0.0775401253732197
1237,1,0.7516825439459963
1238,0,0.10533682604404732
1239,1,0.7564384677244206
1240,0,0.0864974795382599
1241,1,0.9715128630957095
1242,1,0.9729707010209743
1243,0,0.10533682604404732
1244,0,0.09482570710678707
1245,0,0.2616926701892111
1246,1,0.845921195098904
1247,0,0.11771774280123798
1248,1,0.9623238061580326
1249,0,0.12923122514702456
1250,0,0.09349418608193355
1251,1,0.6819081219138868
1252,0,0.10381112908473467
1253,1,0.9705815636205253
1254,1,0.9715128630957095
1255,0,0.08597053728365384
1256,1,0.9940322302577863
1257,0,0.08726366933167504
1258,0,0.09929259615528585
1259,0,0.05975113641384236
1260,1,0.9685357477272176
1261,0,0.16204956758004255
1262,0,0.10533682604404732
1263,1,0.9760445570019927
1264,0,0.052549757113393304
1265,0,0.18003265237316765
1266,1,0.9707954169207553
1267,1,0.9685357477272176
1268,0,0.16344897135121478
1269,0,0.10533682604404732
1270,0,0.05096965173776462
1271,0,0.2736789517074864
1272,0,0.09349418608193355
1273,0,0.09391678515251096
1274,0,0.1946387226826933
1275,0,0.2750021503770224
1276,0,0.11076436332456781
1277,1,0.9699174060396869
1278,0,0.13949579694275513
1279,0,0.11192680316601546
1280,0,0.08882836592798739
1281,0,0.06285003735443125
1282,0,0.11092192195085311
1283,1,0.9647459930744753
1284,0,0.10852277383273151
1285,0,0.1265679358611305
1286,0,0.15518724771567063
1287,1,0.9639846969666208
1288,0,0.08632962748896238
1289,1,0.9959626331808857
1290,0,0.13949579694275513
1291,0,0.14947469183566658
1292,1,0.9703878966246829
1293,0,0.11064728722015617
1294,1,0.9776840177842187
1295,0,0.08250598473638959
1296,0,0.25066195913246614
1297,0,0.39102675989748276
1298,0,0.10533682604404732
1299,0,0.335857529630442
1300,1,0.6529541103605326
1301,1,0.7111962856215944
1302,1,0.7520467910983276
1303,1,0.9664648860978625
1304,0,0.4582030982755473
1305,0,0.08387505962406135
1306,1,0.9729707010209743
1307,0,0.04750189094149745
1308,0,0.08387505962406135
1309,0,0.12305317909439284
